product_name,sku,category,unit_price,cost_price,current_stock,min_stock_level,description
Children's Building Blocks,TOYS-CB001-692,Toys,45.39,20.38,289,36,200-piece educational building blocks set
Fitness Tracker Band,ELEC-FT001-693,Electronics,75.86,43.27,216,29,"Heart rate monitor, sleep tracking, waterproof"
Protein Powder 2lb,HEALTH-PP001-694,Health,62.37,29.28,197,40,"Whey protein isolate, vanilla flavor, 30 servings"
Protein Powder 2lb,HEALTH-PP001-695,Health,64.83,26.25,208,46,"Whey protein isolate, vanilla flavor, 30 servings"
Backpack Pro,BAGS-BP001-696,Bags & Luggage,74.86,33.01,224,22,Water-resistant backpack with laptop compartment
Children's Building Blocks,TOYS-CB001-697,Toys,52.9,22.05,334,40,200-piece educational building blocks set
Men's Casual Shirt,FASHION-MS001-698,Fashion,40.89,18.67,277,45,"Cotton blend casual shirt, available in multiple colors"
Portable Speaker,ELEC-PS001-699,Electronics,72.22,33.66,153,28,Bluetooth speaker with 12hr battery and waterproof design
Wireless Gaming Mouse,GAMING-GM001-700,Gaming,92.11,46.42,258,27,RGB wireless mouse with 16000 DPI sensor
Wireless Bluetooth Headphones,ELEC-BT001-701,Electronics,141.79,71.17,158,23,Noise-cancelling over-ear headphones with 30hr battery
Wireless Bluetooth Headphones,ELEC-BT001-702,Electronics,140.76,80.21,136,20,Noise-cancelling over-ear headphones with 30hr battery
Smartphone X12 Pro,ELEC-PH001-703,Electronics,1042.21,642.32,106,12,"Latest flagship with 6.7"" OLED display and triple camera"
Digital Kitchen Scale,HOME-KS001-704,Home & Kitchen,24.25,10.86,501,64,Precision digital scale with LCD display
Wireless Gaming Mouse,GAMING-GM001-705,Gaming,93.7,48.83,258,33,RGB wireless mouse with 16000 DPI sensor
Digital Kitchen Scale,HOME-KS001-706,Home & Kitchen,23.72,10.26,325,64,Precision digital scale with LCD display
Smartphone X12 Pro,ELEC-PH001-707,Electronics,1080.48,691.83,72,13,"Latest flagship with 6.7"" OLED display and triple camera"
Ceramic Dinner Set,HOME-DS001-708,Home & Kitchen,76.62,38.93,121,21,"16-piece ceramic dinner set, dishwasher safe"
Coffee Maker Deluxe,HOME-CM001-709,Home & Kitchen,159.14,85.87,73,9,Programmable 12-cup coffee maker with thermal carafe
Children's Building Blocks,TOYS-CB001-710,Toys,51.26,20.3,257,28,200-piece educational building blocks set
Men's Casual Shirt,FASHION-MS001-711,Fashion,41.33,17.22,289,54,"Cotton blend casual shirt, available in multiple colors"
Yoga Mat Premium,Sports-YM001-712,Sports & Fitness,37.74,17.14,211,58,Eco-friendly non-slip yoga mat 6mm thick
Coffee Maker Deluxe,HOME-CM001-713,Home & Kitchen,135.39,81.69,44,9,Programmable 12-cup coffee maker with thermal carafe
Women's Winter Jacket,FASHION-WJ001-714,Fashion,138.82,63.56,111,16,Waterproof winter jacket with thermal lining
Smartphone X12 Pro,ELEC-PH001-715,Electronics,978.3,617.1,64,14,"Latest flagship with 6.7"" OLED display and triple camera"
Yoga Mat Premium,Sports-YM001-716,Sports & Fitness,35.52,19.41,280,47,Eco-friendly non-slip yoga mat 6mm thick
Digital Kitchen Scale,HOME-KS001-717,Home & Kitchen,25.86,12.0,349,65,Precision digital scale with LCD display
Air Purifier,HOME-AP001-718,Home & Kitchen,206.85,108.54,54,6,HEPA filter air purifier for medium rooms
Office Desk Lamp,OFFICE-DL001-719,Office Supplies,53.79,21.61,142,27,LED desk lamp with adjustable brightness and USB port
Electric Toothbrush,HEALTH-ET001-720,Health,93.67,52.74,104,21,Sonic electric toothbrush with 3 brushing modes
Wireless Gaming Mouse,GAMING-GM001-721,Gaming,84.35,41.28,260,33,RGB wireless mouse with 16000 DPI sensor
Wireless Gaming Mouse,GAMING-GM001-722,Gaming,87.34,41.87,182,31,RGB wireless mouse with 16000 DPI sensor
Children's Building Blocks,TOYS-CB001-723,Toys,54.97,23.42,262,28,200-piece educational building blocks set
Coffee Maker Deluxe,HOME-CM001-724,Home & Kitchen,154.13,88.61,75,9,Programmable 12-cup coffee maker with thermal carafe
Gaming Laptop,GAMING-GL001-725,Gaming,1573.51,1050.28,43,5,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Men's Casual Shirt,FASHION-MS001-726,Fashion,37.92,17.32,408,46,"Cotton blend casual shirt, available in multiple colors"
Protein Powder 2lb,HEALTH-PP001-727,Health,57.86,25.26,206,46,"Whey protein isolate, vanilla flavor, 30 servings"
Gaming Laptop,GAMING-GL001-728,Gaming,1573.49,1115.63,28,5,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Yoga Mat Premium,Sports-YM001-729,Sports & Fitness,36.1,17.21,262,42,Eco-friendly non-slip yoga mat 6mm thick
Portable Speaker,ELEC-PS001-730,Electronics,70.88,37.8,161,24,Bluetooth speaker with 12hr battery and waterproof design
Electric Toothbrush,HEALTH-ET001-731,Health,95.7,51.91,96,20,Sonic electric toothbrush with 3 brushing modes
Coffee Maker Deluxe,HOME-CM001-732,Home & Kitchen,155.39,90.73,51,9,Programmable 12-cup coffee maker with thermal carafe
Air Purifier,HOME-AP001-733,Home & Kitchen,185.68,124.35,59,7,HEPA filter air purifier for medium rooms
Portable Speaker,ELEC-PS001-734,Electronics,73.68,33.08,264,27,Bluetooth speaker with 12hr battery and waterproof design
Protein Powder 2lb,HEALTH-PP001-735,Health,54.43,25.66,321,47,"Whey protein isolate, vanilla flavor, 30 servings"
Desk Organizer Set,OFFICE-DO001-736,Office Supplies,29.53,13.34,279,46,5-piece desk organizer with pen holder and tray
Backpack Pro,BAGS-BP001-737,Bags & Luggage,76.2,32.71,210,23,Water-resistant backpack with laptop compartment
Ceramic Dinner Set,HOME-DS001-738,Home & Kitchen,75.57,37.83,148,18,"16-piece ceramic dinner set, dishwasher safe"
Women's Winter Jacket,FASHION-WJ001-739,Fashion,139.94,68.5,78,16,Waterproof winter jacket with thermal lining
Yoga Mat Premium,Sports-YM001-740,Sports & Fitness,35.88,20.28,341,48,Eco-friendly non-slip yoga mat 6mm thick
Women's Winter Jacket,FASHION-WJ001-741,Fashion,117.74,70.4,78,14,Waterproof winter jacket with thermal lining
Children's Building Blocks,TOYS-CB001-742,Toys,47.25,21.08,339,37,200-piece educational building blocks set
Digital Kitchen Scale,HOME-KS001-743,Home & Kitchen,26.08,11.5,310,59,Precision digital scale with LCD display
Portable Speaker,ELEC-PS001-744,Electronics,71.92,32.6,270,32,Bluetooth speaker with 12hr battery and waterproof design
Yoga Mat Premium,Sports-YM001-745,Sports & Fitness,33.43,20.04,276,47,Eco-friendly non-slip yoga mat 6mm thick
Gaming Laptop,GAMING-GL001-746,Gaming,1525.42,1089.71,31,5,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Backpack Pro,BAGS-BP001-747,Bags & Luggage,75.92,33.31,213,22,Water-resistant backpack with laptop compartment
Running Shoes Pro,Sports-RS001-748,Sports & Fitness,94.91,42.54,197,33,Lightweight running shoes with cushioned soles
Air Purifier,HOME-AP001-749,Home & Kitchen,219.92,124.11,42,9,HEPA filter air purifier for medium rooms
Women's Winter Jacket,FASHION-WJ001-750,Fashion,130.96,69.41,81,15,Waterproof winter jacket with thermal lining
Men's Casual Shirt,FASHION-MS001-751,Fashion,39.21,16.98,337,45,"Cotton blend casual shirt, available in multiple colors"
Wireless Gaming Mouse,GAMING-GM001-752,Gaming,98.24,44.27,169,31,RGB wireless mouse with 16000 DPI sensor
Fitness Tracker Band,ELEC-FT001-753,Electronics,83.64,43.13,221,26,"Heart rate monitor, sleep tracking, waterproof"
Air Purifier,HOME-AP001-754,Home & Kitchen,184.45,129.03,64,7,HEPA filter air purifier for medium rooms
Wireless Gaming Mouse,GAMING-GM001-755,Gaming,82.49,40.88,284,26,RGB wireless mouse with 16000 DPI sensor
Children's Building Blocks,TOYS-CB001-756,Toys,49.19,20.49,342,35,200-piece educational building blocks set
Portable Speaker,ELEC-PS001-757,Electronics,69.5,38.11,176,35,Bluetooth speaker with 12hr battery and waterproof design
Portable Speaker,ELEC-PS001-758,Electronics,71.15,36.39,244,26,Bluetooth speaker with 12hr battery and waterproof design
Children's Building Blocks,TOYS-CB001-759,Toys,53.07,20.13,235,38,200-piece educational building blocks set
Desk Organizer Set,OFFICE-DO001-760,Office Supplies,27.19,12.62,225,35,5-piece desk organizer with pen holder and tray
Men's Casual Shirt,FASHION-MS001-761,Fashion,36.75,19.35,432,45,"Cotton blend casual shirt, available in multiple colors"
Children's Building Blocks,TOYS-CB001-762,Toys,50.92,23.56,303,32,200-piece educational building blocks set
Smartphone X12 Pro,ELEC-PH001-763,Electronics,1077.59,665.24,76,14,"Latest flagship with 6.7"" OLED display and triple camera"
Women's Winter Jacket,FASHION-WJ001-764,Fashion,131.88,67.87,88,13,Waterproof winter jacket with thermal lining
Fitness Tracker Band,ELEC-FT001-765,Electronics,87.82,38.69,165,25,"Heart rate monitor, sleep tracking, waterproof"
Fitness Tracker Band,ELEC-FT001-766,Electronics,76.21,44.75,192,28,"Heart rate monitor, sleep tracking, waterproof"
Backpack Pro,BAGS-BP001-767,Bags & Luggage,75.5,33.45,185,28,Water-resistant backpack with laptop compartment
Wireless Bluetooth Headphones,ELEC-BT001-768,Electronics,137.33,77.42,165,21,Noise-cancelling over-ear headphones with 30hr battery
Coffee Maker Deluxe,HOME-CM001-769,Home & Kitchen,138.5,85.32,45,8,Programmable 12-cup coffee maker with thermal carafe
Desk Organizer Set,OFFICE-DO001-770,Office Supplies,30.87,12.86,260,42,5-piece desk organizer with pen holder and tray
Yoga Mat Premium,Sports-YM001-771,Sports & Fitness,34.21,17.87,293,49,Eco-friendly non-slip yoga mat 6mm thick
Air Purifier,HOME-AP001-772,Home & Kitchen,212.93,117.19,48,9,HEPA filter air purifier for medium rooms
Gaming Laptop,GAMING-GL001-773,Gaming,1522.63,1056.46,28,5,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Men's Casual Shirt,FASHION-MS001-774,Fashion,36.27,17.87,451,55,"Cotton blend casual shirt, available in multiple colors"
Smartphone X12 Pro,ELEC-PH001-775,Electronics,931.84,636.89,92,14,"Latest flagship with 6.7"" OLED display and triple camera"
Desk Organizer Set,OFFICE-DO001-776,Office Supplies,31.0,13.28,387,34,5-piece desk organizer with pen holder and tray
Protein Powder 2lb,HEALTH-PP001-777,Health,59.53,29.84,238,40,"Whey protein isolate, vanilla flavor, 30 servings"
Women's Winter Jacket,FASHION-WJ001-778,Fashion,139.76,68.96,105,14,Waterproof winter jacket with thermal lining
Running Shoes Pro,Sports-RS001-779,Sports & Fitness,85.43,46.42,259,24,Lightweight running shoes with cushioned soles
Gaming Laptop,GAMING-GL001-780,Gaming,1558.45,1094.41,48,5,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Ceramic Dinner Set,HOME-DS001-781,Home & Kitchen,77.68,38.9,139,21,"16-piece ceramic dinner set, dishwasher safe"
Backpack Pro,BAGS-BP001-782,Bags & Luggage,81.11,33.62,191,29,Water-resistant backpack with laptop compartment
Wireless Bluetooth Headphones,ELEC-BT001-783,Electronics,138.02,72.22,114,20,Noise-cancelling over-ear headphones with 30hr battery
Running Shoes Pro,Sports-RS001-784,Sports & Fitness,83.02,48.46,168,31,Lightweight running shoes with cushioned soles
Gaming Laptop,GAMING-GL001-785,Gaming,1485.68,1076.63,49,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Smartphone X12 Pro,ELEC-PH001-786,Electronics,958.81,682.82,86,16,"Latest flagship with 6.7"" OLED display and triple camera"
Women's Winter Jacket,FASHION-WJ001-787,Fashion,118.37,70.24,92,15,Waterproof winter jacket with thermal lining
Women's Winter Jacket,FASHION-WJ001-788,Fashion,131.28,62.15,71,16,Waterproof winter jacket with thermal lining
Coffee Maker Deluxe,HOME-CM001-789,Home & Kitchen,141.18,78.3,67,10,Programmable 12-cup coffee maker with thermal carafe
Wireless Gaming Mouse,GAMING-GM001-790,Gaming,96.97,48.41,164,24,RGB wireless mouse with 16000 DPI sensor
Electric Toothbrush,HEALTH-ET001-791,Health,89.63,46.15,140,19,Sonic electric toothbrush with 3 brushing modes
Gaming Laptop,GAMING-GL001-792,Gaming,1591.96,1021.52,30,5,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Yoga Mat Premium,Sports-YM001-793,Sports & Fitness,36.35,18.88,221,47,Eco-friendly non-slip yoga mat 6mm thick
Smartphone X12 Pro,ELEC-PH001-794,Electronics,1082.97,592.58,81,16,"Latest flagship with 6.7"" OLED display and triple camera"
Portable Speaker,ELEC-PS001-795,Electronics,74.15,32.23,179,28,Bluetooth speaker with 12hr battery and waterproof design
Ceramic Dinner Set,HOME-DS001-796,Home & Kitchen,79.11,39.39,150,21,"16-piece ceramic dinner set, dishwasher safe"
Smartphone X12 Pro,ELEC-PH001-797,Electronics,971.21,597.16,61,15,"Latest flagship with 6.7"" OLED display and triple camera"
Fitness Tracker Band,ELEC-FT001-798,Electronics,79.84,38.85,162,21,"Heart rate monitor, sleep tracking, waterproof"
Air Purifier,HOME-AP001-799,Home & Kitchen,218.78,113.53,40,6,HEPA filter air purifier for medium rooms
Protein Powder 2lb,HEALTH-PP001-800,Health,55.91,26.15,324,42,"Whey protein isolate, vanilla flavor, 30 servings"
Office Desk Lamp,OFFICE-DL001-801,Office Supplies,53.51,21.2,184,24,LED desk lamp with adjustable brightness and USB port
Protein Powder 2lb,HEALTH-PP001-802,Health,64.02,26.05,258,38,"Whey protein isolate, vanilla flavor, 30 servings"
Fitness Tracker Band,ELEC-FT001-803,Electronics,77.33,41.55,186,20,"Heart rate monitor, sleep tracking, waterproof"
Ceramic Dinner Set,HOME-DS001-804,Home & Kitchen,81.33,43.37,154,19,"16-piece ceramic dinner set, dishwasher safe"
Yoga Mat Premium,Sports-YM001-805,Sports & Fitness,38.31,20.16,242,59,Eco-friendly non-slip yoga mat 6mm thick
Women's Winter Jacket,FASHION-WJ001-806,Fashion,130.42,58.96,77,14,Waterproof winter jacket with thermal lining
Women's Winter Jacket,FASHION-WJ001-807,Fashion,130.64,64.18,116,12,Waterproof winter jacket with thermal lining
Backpack Pro,BAGS-BP001-808,Bags & Luggage,81.29,37.02,186,21,Water-resistant backpack with laptop compartment
Wireless Bluetooth Headphones,ELEC-BT001-809,Electronics,130.87,77.29,170,27,Noise-cancelling over-ear headphones with 30hr battery
Wireless Gaming Mouse,GAMING-GM001-810,Gaming,91.17,42.72,242,29,RGB wireless mouse with 16000 DPI sensor
Backpack Pro,BAGS-BP001-811,Bags & Luggage,74.07,32.4,218,27,Water-resistant backpack with laptop compartment
Ceramic Dinner Set,HOME-DS001-812,Home & Kitchen,80.3,41.5,102,21,"16-piece ceramic dinner set, dishwasher safe"
Gaming Laptop,GAMING-GL001-813,Gaming,1661.95,1102.34,31,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Women's Winter Jacket,FASHION-WJ001-814,Fashion,133.28,68.07,76,13,Waterproof winter jacket with thermal lining
Children's Building Blocks,TOYS-CB001-815,Toys,48.87,22.91,291,35,200-piece educational building blocks set
Air Purifier,HOME-AP001-816,Home & Kitchen,192.82,114.83,60,9,HEPA filter air purifier for medium rooms
Coffee Maker Deluxe,HOME-CM001-817,Home & Kitchen,153.68,83.1,65,8,Programmable 12-cup coffee maker with thermal carafe
Protein Powder 2lb,HEALTH-PP001-818,Health,60.83,26.28,233,33,"Whey protein isolate, vanilla flavor, 30 servings"
Yoga Mat Premium,Sports-YM001-819,Sports & Fitness,32.4,18.52,293,46,Eco-friendly non-slip yoga mat 6mm thick
Protein Powder 2lb,HEALTH-PP001-820,Health,55.99,29.28,314,41,"Whey protein isolate, vanilla flavor, 30 servings"
Coffee Maker Deluxe,HOME-CM001-821,Home & Kitchen,143.91,80.5,48,8,Programmable 12-cup coffee maker with thermal carafe
Office Desk Lamp,OFFICE-DL001-822,Office Supplies,53.8,22.6,193,27,LED desk lamp with adjustable brightness and USB port
Smartphone X12 Pro,ELEC-PH001-823,Electronics,964.23,635.39,66,13,"Latest flagship with 6.7"" OLED display and triple camera"
Fitness Tracker Band,ELEC-FT001-824,Electronics,72.7,42.85,174,23,"Heart rate monitor, sleep tracking, waterproof"
Women's Winter Jacket,FASHION-WJ001-825,Fashion,142.56,66.84,91,14,Waterproof winter jacket with thermal lining
Office Desk Lamp,OFFICE-DL001-826,Office Supplies,48.64,20.47,183,22,LED desk lamp with adjustable brightness and USB port
Running Shoes Pro,Sports-RS001-827,Sports & Fitness,87.17,45.15,226,33,Lightweight running shoes with cushioned soles
Portable Speaker,ELEC-PS001-828,Electronics,76.33,31.66,151,28,Bluetooth speaker with 12hr battery and waterproof design
Air Purifier,HOME-AP001-829,Home & Kitchen,196.67,122.53,63,6,HEPA filter air purifier for medium rooms
Children's Building Blocks,TOYS-CB001-830,Toys,50.06,21.45,274,38,200-piece educational building blocks set
Gaming Laptop,GAMING-GL001-831,Gaming,1653.63,1120.07,43,5,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Wireless Bluetooth Headphones,ELEC-BT001-832,Electronics,125.49,73.23,139,28,Noise-cancelling over-ear headphones with 30hr battery
Office Desk Lamp,OFFICE-DL001-833,Office Supplies,50.94,24.08,138,22,LED desk lamp with adjustable brightness and USB port
Backpack Pro,BAGS-BP001-834,Bags & Luggage,83.31,31.98,127,20,Water-resistant backpack with laptop compartment
Ceramic Dinner Set,HOME-DS001-835,Home & Kitchen,81.18,36.55,92,21,"16-piece ceramic dinner set, dishwasher safe"
Office Desk Lamp,OFFICE-DL001-836,Office Supplies,54.16,20.56,183,26,LED desk lamp with adjustable brightness and USB port
Digital Kitchen Scale,HOME-KS001-837,Home & Kitchen,25.33,10.82,486,55,Precision digital scale with LCD display
Digital Kitchen Scale,HOME-KS001-838,Home & Kitchen,24.22,10.16,462,52,Precision digital scale with LCD display
Fitness Tracker Band,ELEC-FT001-839,Electronics,86.85,45.56,241,22,"Heart rate monitor, sleep tracking, waterproof"
Portable Speaker,ELEC-PS001-840,Electronics,72.05,36.67,236,31,Bluetooth speaker with 12hr battery and waterproof design
Men's Casual Shirt,FASHION-MS001-841,Fashion,38.18,17.62,420,44,"Cotton blend casual shirt, available in multiple colors"
Portable Speaker,ELEC-PS001-842,Electronics,63.65,35.95,189,34,Bluetooth speaker with 12hr battery and waterproof design
Ceramic Dinner Set,HOME-DS001-843,Home & Kitchen,73.54,40.14,125,18,"16-piece ceramic dinner set, dishwasher safe"
Protein Powder 2lb,HEALTH-PP001-844,Health,64.87,29.28,192,32,"Whey protein isolate, vanilla flavor, 30 servings"
Wireless Gaming Mouse,GAMING-GM001-845,Gaming,95.76,46.04,210,27,RGB wireless mouse with 16000 DPI sensor
Ceramic Dinner Set,HOME-DS001-846,Home & Kitchen,75.71,37.43,89,18,"16-piece ceramic dinner set, dishwasher safe"
Wireless Bluetooth Headphones,ELEC-BT001-847,Electronics,123.4,77.82,151,23,Noise-cancelling over-ear headphones with 30hr battery
Wireless Gaming Mouse,GAMING-GM001-848,Gaming,95.12,44.38,180,28,RGB wireless mouse with 16000 DPI sensor
Wireless Gaming Mouse,GAMING-GM001-849,Gaming,91.51,48.7,180,26,RGB wireless mouse with 16000 DPI sensor
Wireless Gaming Mouse,GAMING-GM001-850,Gaming,95.09,48.43,203,35,RGB wireless mouse with 16000 DPI sensor
Fitness Tracker Band,ELEC-FT001-851,Electronics,87.96,42.56,233,27,"Heart rate monitor, sleep tracking, waterproof"
Backpack Pro,BAGS-BP001-852,Bags & Luggage,76.49,35.63,137,25,Water-resistant backpack with laptop compartment
Fitness Tracker Band,ELEC-FT001-853,Electronics,73.33,42.95,157,26,"Heart rate monitor, sleep tracking, waterproof"
Women's Winter Jacket,FASHION-WJ001-854,Fashion,128.66,64.29,65,16,Waterproof winter jacket with thermal lining
Backpack Pro,BAGS-BP001-855,Bags & Luggage,73.65,35.81,153,29,Water-resistant backpack with laptop compartment
Electric Toothbrush,HEALTH-ET001-856,Health,92.5,44.6,156,22,Sonic electric toothbrush with 3 brushing modes
Electric Toothbrush,HEALTH-ET001-857,Health,86.75,52.2,137,22,Sonic electric toothbrush with 3 brushing modes
Gaming Laptop,GAMING-GL001-858,Gaming,1530.63,1185.72,49,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Coffee Maker Deluxe,HOME-CM001-859,Home & Kitchen,151.37,86.0,75,8,Programmable 12-cup coffee maker with thermal carafe
Fitness Tracker Band,ELEC-FT001-860,Electronics,85.13,40.42,213,24,"Heart rate monitor, sleep tracking, waterproof"
Desk Organizer Set,OFFICE-DO001-861,Office Supplies,31.43,14.35,343,33,5-piece desk organizer with pen holder and tray
Digital Kitchen Scale,HOME-KS001-862,Home & Kitchen,27.39,10.12,370,71,Precision digital scale with LCD display
Yoga Mat Premium,Sports-YM001-863,Sports & Fitness,32.97,16.84,235,45,Eco-friendly non-slip yoga mat 6mm thick
Ceramic Dinner Set,HOME-DS001-864,Home & Kitchen,74.61,38.82,140,19,"16-piece ceramic dinner set, dishwasher safe"
Coffee Maker Deluxe,HOME-CM001-865,Home & Kitchen,149.17,76.57,50,8,Programmable 12-cup coffee maker with thermal carafe
Office Desk Lamp,OFFICE-DL001-866,Office Supplies,50.34,20.24,138,21,LED desk lamp with adjustable brightness and USB port
Air Purifier,HOME-AP001-867,Home & Kitchen,200.05,131.56,52,9,HEPA filter air purifier for medium rooms
Gaming Laptop,GAMING-GL001-868,Gaming,1568.65,1075.74,37,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Wireless Bluetooth Headphones,ELEC-BT001-869,Electronics,128.37,68.79,156,21,Noise-cancelling over-ear headphones with 30hr battery
Coffee Maker Deluxe,HOME-CM001-870,Home & Kitchen,157.61,77.76,44,11,Programmable 12-cup coffee maker with thermal carafe
Yoga Mat Premium,Sports-YM001-871,Sports & Fitness,31.63,16.85,266,59,Eco-friendly non-slip yoga mat 6mm thick
Coffee Maker Deluxe,HOME-CM001-872,Home & Kitchen,158.84,88.55,60,10,Programmable 12-cup coffee maker with thermal carafe
Protein Powder 2lb,HEALTH-PP001-873,Health,62.44,29.82,292,46,"Whey protein isolate, vanilla flavor, 30 servings"
Desk Organizer Set,OFFICE-DO001-874,Office Supplies,30.9,12.74,393,46,5-piece desk organizer with pen holder and tray
Yoga Mat Premium,Sports-YM001-875,Sports & Fitness,32.02,17.55,383,50,Eco-friendly non-slip yoga mat 6mm thick
Office Desk Lamp,OFFICE-DL001-876,Office Supplies,48.73,23.61,182,29,LED desk lamp with adjustable brightness and USB port
Wireless Bluetooth Headphones,ELEC-BT001-877,Electronics,135.04,69.74,109,26,Noise-cancelling over-ear headphones with 30hr battery
Protein Powder 2lb,HEALTH-PP001-878,Health,60.93,30.03,254,43,"Whey protein isolate, vanilla flavor, 30 servings"
Running Shoes Pro,Sports-RS001-879,Sports & Fitness,89.27,48.85,221,27,Lightweight running shoes with cushioned soles
Portable Speaker,ELEC-PS001-880,Electronics,69.84,34.87,177,29,Bluetooth speaker with 12hr battery and waterproof design
Fitness Tracker Band,ELEC-FT001-881,Electronics,81.92,44.04,139,21,"Heart rate monitor, sleep tracking, waterproof"
Ceramic Dinner Set,HOME-DS001-882,Home & Kitchen,81.1,39.24,131,18,"16-piece ceramic dinner set, dishwasher safe"
Digital Kitchen Scale,HOME-KS001-883,Home & Kitchen,25.21,10.68,349,56,Precision digital scale with LCD display
Ceramic Dinner Set,HOME-DS001-884,Home & Kitchen,85.36,40.68,136,16,"16-piece ceramic dinner set, dishwasher safe"
Ceramic Dinner Set,HOME-DS001-885,Home & Kitchen,84.27,37.97,136,23,"16-piece ceramic dinner set, dishwasher safe"
Children's Building Blocks,TOYS-CB001-886,Toys,51.72,22.31,359,33,200-piece educational building blocks set
Gaming Laptop,GAMING-GL001-887,Gaming,1499.88,1049.47,30,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Office Desk Lamp,OFFICE-DL001-888,Office Supplies,46.62,19.8,132,27,LED desk lamp with adjustable brightness and USB port
Smartphone X12 Pro,ELEC-PH001-889,Electronics,1063.18,688.15,83,13,"Latest flagship with 6.7"" OLED display and triple camera"
Gaming Laptop,GAMING-GL001-890,Gaming,1601.36,1019.47,33,4,"RTX 4070, 32GB RAM, 1TB SSD, 240Hz display"
Office Desk Lamp,OFFICE-DL001-891,Office Supplies,51.18,22.15,146,26,LED desk lamp with adjustable brightness and USB port
Coffee Maker Deluxe,HOME-CM001-892,Home & Kitchen,152.39,84.75,59,8,Programmable 12-cup coffee maker with thermal carafe
Yoga Mat Premium,Sports-YM001-893,Sports & Fitness,37.66,19.04,241,44,Eco-friendly non-slip yoga mat 6mm thick
Children's Building Blocks,TOYS-CB001-894,Toys,48.0,20.26,295,32,200-piece educational building blocks set
Air Purifier,HOME-AP001-895,Home & Kitchen,212.22,109.45,47,7,HEPA filter air purifier for medium rooms
Office Desk Lamp,OFFICE-DL001-896,Office Supplies,53.4,20.38,178,27,LED desk lamp with adjustable brightness and USB port
Protein Powder 2lb,HEALTH-PP001-897,Health,56.99,28.46,197,44,"Whey protein isolate, vanilla flavor, 30 servings"
Wireless Bluetooth Headphones,ELEC-BT001-898,Electronics,121.17,78.45,106,29,Noise-cancelling over-ear headphones with 30hr battery
Protein Powder 2lb,HEALTH-PP001-899,Health,64.53,29.78,190,42,"Whey protein isolate, vanilla flavor, 30 servings"
Backpack Pro,BAGS-BP001-900,Bags & Luggage,78.66,35.49,158,23,Water-resistant backpack with laptop compartment
Electric Toothbrush,HEALTH-ET001-901,Health,91.07,47.14,112,20,Sonic electric toothbrush with 3 brushing modes
Air Purifier,HOME-AP001-902,Home & Kitchen,185.93,125.43,56,6,HEPA filter air purifier for medium rooms
Children's Building Blocks,TOYS-CB001-903,Toys,48.97,21.06,328,34,200-piece educational building blocks set
Digital Kitchen Scale,HOME-KS001-904,Home & Kitchen,27.14,11.72,389,64,Precision digital scale with LCD display
Electric Toothbrush,HEALTH-ET001-905,Health,92.84,44.69,94,21,Sonic electric toothbrush with 3 brushing modes
Electric Toothbrush,HEALTH-ET001-906,Health,82.55,43.6,93,19,Sonic electric toothbrush with 3 brushing modes
Running Shoes Pro,Sports-RS001-907,Sports & Fitness,83.03,45.5,187,29,Lightweight running shoes with cushioned soles
Wireless Bluetooth Headphones,ELEC-BT001-908,Electronics,130.36,80.82,153,21,Noise-cancelling over-ear headphones with 30hr battery
Wireless Gaming Mouse,GAMING-GM001-909,Gaming,81.91,48.19,273,33,RGB wireless mouse with 16000 DPI sensor
Children's Building Blocks,TOYS-CB001-910,Toys,53.91,21.05,204,36,200-piece educational building blocks set
Protein Powder 2lb,HEALTH-PP001-911,Health,60.67,27.01,312,46,"Whey protein isolate, vanilla flavor, 30 servings"
Children's Building Blocks,TOYS-CB001-912,Toys,47.36,20.15,285,36,200-piece educational building blocks set
Smartphone X12 Pro,ELEC-PH001-913,Electronics,1045.37,590.48,84,13,"Latest flagship with 6.7"" OLED display and triple camera"
Electric Toothbrush,HEALTH-ET001-914,Health,82.28,45.82,123,20,Sonic electric toothbrush with 3 brushing modes
Portable Speaker,ELEC-PS001-915,Electronics,66.71,36.98,243,29,Bluetooth speaker with 12hr battery and waterproof design
Wireless Bluetooth Headphones,ELEC-BT001-916,Electronics,133.49,72.47,106,21,Noise-cancelling over-ear headphones with 30hr battery
Wireless Gaming Mouse,GAMING-GM001-917,Gaming,98.98,47.39,212,29,RGB wireless mouse with 16000 DPI sensor
Wireless Bluetooth Headphones,ELEC-BT001-918,Electronics,127.27,77.6,167,24,Noise-cancelling over-ear headphones with 30hr battery
Children's Building Blocks,TOYS-CB001-919,Toys,47.23,24.11,284,33,200-piece educational building blocks set
